exp	description	val_bpb	peak_mem_gb	tok_sec	mfu	steps	status	notes	gpu_name	baseline_sha	watts	joules_per_token	total_energy_joules
exp86	Apply all proven best settings with WARMDOWN_RATIO=0.57, TOTAL_BATCH_SIZE=2^17, EMBEDDING_LR=1.0, UNEMBEDDING_LR=0.006, fixed WD=0.05, beta2=0.98, and try gradient clipping fixed at 0.7 (between tried	0.946257	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp87	Apply all proven best settings (2^17 batch, 0.57 warmdown, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98, 100-step momentum warmup) and try FINAL_LR_FRAC=0.02 - between the proven 	0.946792	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp88	Apply all proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) and increase Adam beta1 from 0.8 to 0.9 for embedding and l	0.955140	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp89	FAILED TO APPLY: Apply all proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) and reduce logit softcap from 12 to 10 - s	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp90	Try TOTAL_BATCH_SIZE=2^16 for ~8x more optimizer steps than baseline (2x more than best 2^17), combined with all proven best settings. grad_accum_steps=2 which is valid.	0.975120	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp91	Apply all proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) and start Muon momentum at 0.95 immediately with no warmup 	0.956384	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp92	Apply ALL proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) AND change value embedding beta2 from hardcoded 0.999 to 0.	0.947039	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp93	FAILED TO APPLY: Apply all proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) and try MATRIX_LR=0.042 - a tiny nudge abo	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp94	Use quadratic warmdown decay (power=2) instead of linear - keeps LR higher for longer during warmdown then drops faster at end, different from cosine/sqrt already tried. Apply all proven best settings	0.946909	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp95	FAILED TO APPLY: Reduce Muon ns_steps from 5 to 3 to speed up each optimizer step, allowing more gradient updates in the 5-minute budget with all proven best settings (2^17 batch, 0.57 warmdown, 0.03 	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp96	FAILED TO APPLY: Apply all proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.57, FINAL_LR_FRAC=0.03, EMBEDDING_LR=1.0, UNEMBEDDING_LR=0.006, fixed WEIGHT_DECAY=0.05, Adam beta2=0.98, 100-s	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp97	Apply all proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) and use cubic warmdown decay (power=3) instead of linear - 	0.953978	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp98	FAILED TO APPLY: Reduce Muon ns_steps from 5 to 4 to speed up each optimizer step, allowing more gradient updates in the 5-minute budget. Apply all proven best settings simultaneously.	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp99	Apply all proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98, 100-step momentum warmup) and clip gradients separately: ti	0.949257	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp100	FAILED TO APPLY: Apply all proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98, 100-step momentum warmup) and reduce Muon 	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp101	Restore ALL proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98) AND increase resid_lambdas LR from scalar_lr*0.05 to scal	0.971815	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp102	Restore ALL proven best settings: 2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05 (no cosine decay), Adam beta2=0.98, 100-step momentum warmup - the cur	0.977852	6.0	0	0.0	0	discard	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp103	FAILED TO APPLY: Restore ALL proven best settings (2^17 batch, 0.57 warmdown, 0.03 final LR, 1.0 embedding LR, 0.006 unembedding LR, fixed WD=0.05, beta2=0.98, 100-step momentum warmup) and try Adam b	0.000000	0.0	0	0.0	0	crash	sonnet46-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
